Constituency,Candidate,Party,EVM_Votes,Postal_Votes,Total_Votes,%_of_Votes,Tot_Constituency_votes_polled,Tot_votes_by_parties,Winning_votes,Win_Lost_Flag
Nanguneri,T. SANKAR,Independent,358,2,360,0.17,209419,524736,74952,False
Nanguneri,SHANMUGAM,Independent,285,8,293,0.14,209419,524736,74952,False
Nanguneri,N.KALABERUMAL,Independent,264,1,265,0.13,209419,524736,74952,False
Nanguneri,DEV.P.JEGADEESAN,Independent,264,1,265,0.13,209419,524736,74952,False
Nanguneri,M. ARUNA,Independent,249,2,251,0.12,209419,524736,74952,False
Nanguneri,S. SHUNMUGA SUNDARAM,Naam Indiar Party,199,3,202,0.1,209419,4474,74952,False
Nanguneri,SUDAROLI S.MURUGAN YADHAV B.COM,Independent,186,5,191,0.09,209419,524736,74952,False
Nanguneri,T. LINGADURAI,Independent,175,3,178,0.08,209419,524736,74952,False
Nanguneri,NALLAKKANNU ALIAS KARTHIC.K,Independent,167,3,170,0.08,209419,524736,74952,False
Nanguneri,R.ANANTHI,Independent,168,1,169,0.08,209419,524736,74952,False
Nanguneri,T. RAJKUMAR,Independent,147,1,148,0.07,209419,524736,74952,False
Nannilam,KAMARAJ. R,All India Anna Dravida Munnetra Kazhagam,102544,918,103462,44.7,231444,10462146,103462,True
Nannilam,MOHAMED MUBARAK,Dravida Munnetra Kazhagam,61181,557,61738,26.68,231444,11928996,103462,False
Nannilam,PRABHAKARAN. S,Tamilaga Vettri Kazhagam,54262,268,54530,23.56,231444,17226030,103462,False
Nannilam,THENMOZHI DILIPKUMAR,Naam Tamilar Katchi,8370,76,8446,3.65,231444,1972520,103462,False
Nannilam,NOTA,None of the Above,930,6,936,0.4,231444,199800,103462,False
Nannilam,RAJA. S,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,854,7,861,0.37,231444,133479,103462,False
Nannilam,SIVARAMAN. T,Tamizhaga Vaazhvurimai Katchi,287,2,289,0.12,231444,74809,103462,False
Nannilam,RAVICHANDRAN. R,Independent,251,0,251,0.11,231444,524736,103462,False
Nannilam,RAJASEKAR. R,Independent,224,0,224,0.1,231444,524736,103462,False
Nannilam,TAMILSELVAN. M,Puthiya Tamilagam,215,4,219,0.09,231444,93652,103462,False
Nannilam,MOHUMED RIYAS. K,Independent,140,3,143,0.06,231444,524736,103462,False
Nannilam,SURESH. V,Independent,104,0,104,0.04,231444,524736,103462,False
Nannilam,BHARATHIMOHAN. K.S,Independent,98,5,103,0.04,231444,524736,103462,False
Nannilam,SHANMUGARAJA. D,Independent,76,10,86,0.04,231444,524736,103462,False
Nannilam,SANKAR. R,Independent,52,0,52,0.02,231444,524736,103462,False
Natham,NATHAM VISWANATHAN R,All India Anna Dravida Munnetra Kazhagam,85215,493,85708,35.84,239140,10462146,85708,True
Natham,SELVAKUMAR K,Dravida Munnetra Kazhagam,73336,503,73839,30.88,239140,11928996,85708,False
Natham,RAMESH L N,Tamilaga Vettri Kazhagam,64603,394,64997,27.18,239140,17226030,85708,False
Natham,ALAGAMMAL A,Naam Tamilar Katchi,9570,107,9677,4.05,239140,1972520,85708,False
Natham,ALEX S,Tamizhaga Vaazhvurimai Katchi,715,0,715,0.3,239140,74809,85708,False
Natham,NOTA,None of the Above,585,11,596,0.25,239140,199800,85708,False
Natham,VADIVEL K,Independent,584,0,584,0.24,239140,524736,85708,False
Natham,VIJAYAKUMAR S,Independent,465,0,465,0.19,239140,524736,85708,False
Natham,GOPAL R,Independent,307,0,307,0.13,239140,524736,85708,False
Natham,MURUGESAN C,Independent,289,0,289,0.12,239140,524736,85708,False
Natham,MURUGAN K,Independent,273,0,273,0.11,239140,524736,85708,False
Natham,RAJASEKARAN P,Aanaithinthiya Jananayaka Pathukappu Kazhagam,246,1,247,0.1,239140,22964,85708,False
Natham,MARIA AROCKIAM S,Independent,245,0,245,0.1,239140,524736,85708,False
Natham,RAMA JANARTHANAN S,Independent,233,0,233,0.1,239140,524736,85708,False
Natham,VENKATESH P,Independent,175,0,175,0.07,239140,524736,85708,False
Natham,SATHAM USAIN M,Independent,154,1,155,0.06,239140,524736,85708,False
Natham,VENKATESAN G,Independent,148,1,149,0.06,239140,524736,85708,False
Natham,MANIKANDAN V,Independent,137,1,138,0.06,239140,524736,85708,False
Natham,TAMILSELVAN C,Independent,108,3,111,0.05,239140,524736,85708,False
Natham,VIJAYAKUMAR S,Puthiya Tamilagam,103,0,103,0.04,239140,93652,85708,False
Natham,DHANDABANI K,Independent,79,2,81,0.03,239140,524736,85708,False
Natham,SUNDAR C,Independent,53,0,53,0.02,239140,524736,85708,False
Neyveli,RAJENDRAN.R,All India Anna Dravida Munnetra Kazhagam,62862,869,63731,37.76,168780,10462146,63731,True
Neyveli,SABA.RAJENDRAN,Dravida Munnetra Kazhagam,51951,818,52769,31.26,168780,11928996,63731,False
Neyveli,ANAND.K,Tamilaga Vettri Kazhagam,33956,335,34291,20.32,168780,17226030,63731,False
Neyveli,THIRUMALVALAVAN.T,Tamizhaga Vaazhvurimai Katchi,11246,135,11381,6.74,168780,74809,63731,False
Neyveli,VEERAMANI.B,Naam Tamilar Katchi,4382,62,4444,2.63,168780,1972520,63731,False
Neyveli,NOTA,None of the Above,764,4,768,0.46,168780,199800,63731,False
Neyveli,KARTHIKEYAN.C.M,Independent,457,2,459,0.27,168780,524736,63731,False
Neyveli,MANIMARAN.P,Independent,343,4,347,0.21,168780,524736,63731,False
Neyveli,CHEZHIYAN.G,Independent,220,1,221,0.13,168780,524736,63731,False
Neyveli,MAYAKRISHNAN.K,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,136,0,136,0.08,168780,5624,63731,False
Neyveli,JOTHIMURUGAN.V,Bahujan Samaj Party,130,1,131,0.08,168780,53369,63731,False
Neyveli,SATHIYASEELAN.M,Independent,100,2,102,0.06,168780,524736,63731,False
Nilakkottai,AYYANAR.R,Tamilaga Vettri Kazhagam,67953,627,68580,34.71,197593,17226030,68580,True
Nilakkottai,NAGAJOTHI.S,Dravida Munnetra Kazhagam,64944,711,65655,33.23,197593,11928996,68580,False
Nilakkottai,THENMOZHI.S,All India Anna Dravida Munnetra Kazhagam,49510,414,49924,25.27,197593,10462146,68580,False
Nilakkottai,DR.KAILAI RAJAN.D,Naam Tamilar Katchi,8486,129,8615,4.36,197593,1972520,68580,False
Nilakkottai,SELVAM.P B.A. B.L.,Republican Party of India (A),738,25,763,0.39,197593,763,68580,False
Nilakkottai,NOTA,None of the Above,624,18,642,0.32,197593,199800,68580,False
Nilakkottai,MANIKANDAN.P,Independent,515,0,515,0.26,197593,524736,68580,False
Nilakkottai,RAJALAKSHMI.M,Bahujan Samaj Party,501,4,505,0.26,197593,53369,68580,False
Nilakkottai,SANKAR.P,Puthiya Tamilagam,427,14,441,0.22,197593,93652,68580,False
Nilakkottai,VIJAYAPANDIYAN.M,Independent,413,2,415,0.21,197593,524736,68580,False
Nilakkottai,ANBALAGAN.G,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,390,9,399,0.2,197593,133479,68580,False
Nilakkottai,MANOHARAN.M,Independent,349,0,349,0.18,197593,524736,68580,False
Nilakkottai,ALAPPAN.A,Independent,330,1,331,0.17,197593,524736,68580,False
Nilakkottai,PERUMAL.N,Independent,237,1,238,0.12,197593,524736,68580,False
Nilakkottai,CHELLAM.K,Independent,160,2,162,0.08,197593,524736,68580,False
Nilakkottai,KARUPPAIAH.S,Independent,59,0,59,0.03,197593,524736,68580,False
Oddanchatram,SAKKARAPANI. R,Dravida Munnetra Kazhagam,92068,1031,93099,46.17,201624,11928996,93099,True
Oddanchatram,VIDIYAL S. SEKAR,Bharatiya Janata Party,49494,356,49850,24.72,201624,1466979,93099,False
Oddanchatram,MOHAN. S,Tamilaga Vettri Kazhagam,48906,249,49155,24.38,201624,17226030,93099,False
Oddanchatram,RAGUPATHI. P,Naam Tamilar Katchi,5382,72,5454,2.71,201624,1972520,93099,False
Oddanchatram,NOTA,None of the Above,1478,13,1491,0.74,201624,199800,93099,False
Oddanchatram,PRABAHARAN. M,Independent,646,0,646,0.32,201624,524736,93099,False
Oddanchatram,MURUGARAJ. P,Bahujan Samaj Party,508,8,516,0.26,201624,53369,93099,False
Oddanchatram,ALAGIYANNAN. A,Independent,298,3,301,0.15,201624,524736,93099,False
Oddanchatram,NAGUL PRAKASH. A,Independent,240,0,240,0.12,201624,524736,93099,False
Oddanchatram,RAGHUNATH. K,Independent,216,0,216,0.11,201624,524736,93099,False
Oddanchatram,MANIKANNAN. A,Independent,191,1,192,0.1,201624,524736,93099,False
Oddanchatram,KUMARRATHINAM. M,Independent,174,1,175,0.09,201624,524736,93099,False
Oddanchatram,CHELLAMUTHU. K,Independent,101,0,101,0.05,201624,524736,93099,False
Oddanchatram,ANANTHRAJ. T,Independent,99,0,99,0.05,201624,524736,93099,False
Oddanchatram,ARUMUGAM. M,Independent,89,0,89,0.04,201624,524736,93099,False
Omalur,MANI. R,All India Anna Dravida Munnetra Kazhagam,110810,1436,112246,41.4,271119,10462146,112246,True
Omalur,ADHIYAMAAN. R.V,Tamilaga Vettri Kazhagam,97026,681,97707,36.04,271119,17226030,112246,False
Omalur,ELANGOVAN. A.R,Desiya Murpokku Dravida Kazhagam,45941,976,46917,17.3,271119,589500,112246,False
Omalur,SIVASAKTHI. M,Naam Tamilar Katchi,8222,148,8370,3.09,271119,1972520,112246,False
Omalur,GOBINATHAN. R,Independent,1542,2,1544,0.57,271119,524736,112246,False
Omalur,NOTA,None of the Above,1417,16,1433,0.53,271119,199800,112246,False
Omalur,MAYAKKANNAN. R,Independent,629,0,629,0.23,271119,524736,112246,False
Omalur,KRISHNAMOORTHY. D,Tamizhaga Vaazhvurimai Katchi,535,2,537,0.2,271119,74809,112246,False
Omalur,MOHANRAJ. P.M,Independent,378,0,378,0.14,271119,524736,112246,False
Omalur,SURESHKUMAR. S,Aanaithinthiya Jananayaka Pathukappu Kazhagam,354,9,363,0.13,271119,22964,112246,False
Omalur,JEGANATHAN. A,Independent,207,0,207,0.08,271119,524736,112246,False
Omalur,MANOKARAN. A,Independent,190,7,197,0.07,271119,524736,112246,False
Omalur,SANTHALINGAM. C,Independent,163,1,164,0.06,271119,524736,112246,False
Omalur,ARUL PRAKASH. T,Independent,144,5,149,0.05,271119,524736,112246,False
Omalur,PERUMAL. S,Independent,132,10,142,0.05,271119,524736,112246,False
Omalur,MANI. V,Independent,136,0,136,0.05,271119,524736,112246,False
Orathanadu,R. VAITHILINGAM,Dravida Munnetra Kazhagam,85816,943,86759,44.42,195304,11928996,86759,True
Orathanadu,DR. K. ARVIND,Tamilaga Vettri Kazhagam,51412,319,51731,26.49,195304,17226030,86759,False
Orathanadu,M. SEKAR,All India Anna Dravida Munnetra Kazhagam,43890,370,44260,22.66,195304,10462146,86759,False
Orathanadu,S.THIRUMURUGAN,Naam Tamilar Katchi,10048,87,10135,5.19,195304,1972520,86759,False
Orathanadu,NOTA,None of the Above,625,6,631,0.32,195304,199800,86759,False
Orathanadu,M. SELVARAJ,Party for the Rights of Other backward Classes,545,3,548,0.28,195304,4101,86759,False
Orathanadu,M. KANAGARAJ,Independent,353,1,354,0.18,195304,524736,86759,False
Orathanadu,C. GUNASEKARAN,Thamizh Desiya Munnetra Kazhagam,351,1,352,0.18,195304,1109,86759,False
Orathanadu,T. VIJAYAKUMAR,Independent,269,8,277,0.14,195304,524736,86759,False
Orathanadu,A. AJESHKANNAN,Independent,257,0,257,0.13,195304,524736,86759,False
Ottapidaram,P .MATHANRAJA,Tamilaga Vettri Kazhagam,80561,1064,81625,41.62,196117,17226030,81625,True
Ottapidaram,P.M.RAMAJEYAM,Dravida Munnetra Kazhagam,51927,615,52542,26.79,196117,11928996,81625,False
Ottapidaram,R SUNDARARAJ,Amma Makkal Munnettra Kazagam,25390,481,25871,13.19,196117,425345,81625,False
Ottapidaram,M. ANUSIYA,Naam Tamilar Katchi,16966,313,17279,8.81,196117,1972520,81625,False
Ottapidaram,DR.K. KRISHNASAMY,Puthiya Tamilagam,14756,294,15050,7.67,196117,93652,81625,False
Ottapidaram,NOTA,None of the Above,853,26,879,0.45,196117,199800,81625,False
Ottapidaram,C. ARUNA DEVI,Nam Naadu Nam Makkal Nam Ethirkaalam Katchi,745,16,761,0.39,196117,1466,81625,False
Ottapidaram,C .SELVAKUMAR,Tamizhaga Vaazhvurimai Katchi,506,9,515,0.26,196117,74809,81625,False
Ottapidaram,VEDAPRAKASH. A,Independent,387,0,387,0.2,196117,524736,81625,False
Ottapidaram,M. ANANTH,Independent,354,3,357,0.18,196117,524736,81625,False
Ottapidaram,S .MUTHUSELVAM,Independent,260,4,264,0.13,196117,524736,81625,False
Ottapidaram,SUBBULAKSHMI. S,Naam Indiar Party,226,4,230,0.12,196117,4474,81625,False
Ottapidaram,M .LAKSHMANAN,Independent,197,4,201,0.1,196117,524736,81625,False
Ottapidaram,G .MURUGAN,Independent,152,4,156,0.08,196117,524736,81625,False
Padmanabhapuram,CHELLASWAMY. R,Communist Party of India (Marxist),67896,1042,68938,38.18,180555,293817,68938,True
Padmanabhapuram,KRISHNA KUMAR. S,Tamilaga Vettri Kazhagam,52741,628,53369,29.56,180555,17226030,68938,False
Padmanabhapuram,RAMESH. P,Bharatiya Janata Party,43413,880,44293,24.53,180555,1466979,68938,False
Padmanabhapuram,SEELAN,Naam Tamilar Katchi,11048,240,11288,6.25,180555,1972520,68938,False
Padmanabhapuram,NOTA,None of the Above,596,19,615,0.34,180555,199800,68938,False
Padmanabhapuram,VASANTHI. R,Independent,444,9,453,0.25,180555,524736,68938,False
Padmanabhapuram,DURAI RAJ. S,Independent,371,2,373,0.21,180555,524736,68938,False
Padmanabhapuram,RAKESH KUMAR. M,Thamizhaka Padaippalar Makkal Katchi,340,6,346,0.19,180555,4020,68938,False
Padmanabhapuram,SYEDALI. A,Our Mahathma National Party,311,3,314,0.17,180555,508,68938,False
Padmanabhapuram,DR. KRISHNA PRASAD. B,Independent,228,1,229,0.13,180555,524736,68938,False
Padmanabhapuram,ARUL MANI. H,Independent,190,3,193,0.11,180555,524736,68938,False
Padmanabhapuram,VAIKUNDAMANI. N,Tamizhaga Vaazhvurimai Katchi,139,5,144,0.08,180555,74809,68938,False
Palacode,ANBALAGAN. K.P.,All India Anna Dravida Munnetra Kazhagam,101533,1274,102807,45.64,225257,10462146,102807,True
Palacode,GOPI. R.,Tamilaga Vettri Kazhagam,63211,554,63765,28.31,225257,17226030,102807,False
Palacode,DR. DNV SENTHILKUMAR. S.,Dravida Munnetra Kazhagam,49220,823,50043,22.22,225257,11928996,102807,False
Palacode,BOOPATHI. R.,Naam Tamilar Katchi,5492,106,5598,2.49,225257,1972520,102807,False
Palacode,NOTA,None of the Above,1285,7,1292,0.57,225257,199800,102807,False
Palacode,RAMAN. M.,Independent,358,0,358,0.16,225257,524736,102807,False
Palacode,MADHAPPAN. P.,Independent,281,2,283,0.13,225257,524736,102807,False
Palacode,PERUMAL MUNUSAMY. M.,Independent,222,1,223,0.1,225257,524736,102807,False
Palacode,RAMESH. P.,Naadaalum Makkal Katchi,176,3,179,0.08,225257,9715,102807,False
Palacode,PALANIYAMMAL. M.,Tamilar Makkal Katchi,153,2,155,0.07,225257,2056,102807,False
Palacode,SENTHILKUMAR. G.,Independent,140,5,145,0.06,225257,524736,102807,False
Palacode,JAYARAMAN PERUMAL. P.,Tamizhaga Vaazhvurimai Katchi,115,3,118,0.05,225257,74809,102807,False
Palacode,SENTHILKUMAR. K,Independent,109,7,116,0.05,225257,524736,102807,False
Palacode,CHINNASAMY. N.,Independent,114,0,114,0.05,225257,524736,102807,False
Palacode,KRISHNAN. L.,Independent,61,0,61,0.03,225257,524736,102807,False
Palani,RAVIMANOHARAN. K,All India Anna Dravida Munnetra Kazhagam,66426,560,66986,32.11,208619,10462146,66986,True
Palani,DR. PRAVEEN KUMAR. M,Tamilaga Vettri Kazhagam,65742,551,66293,31.78,208619,17226030,66986,False
Palani,PANDI. N,Communist Party of India (Marxist),64942,592,65534,31.41,208619,293817,66986,False
Palani,MURUGESWARI. B,Naam Tamilar Katchi,6195,105,6300,3.02,208619,1972520,66986,False
Palani,NOTA,None of the Above,738,12,750,0.36,208619,199800,66986,False
Palani,NACHIMUTHU. S,Bahujan Samaj Party,580,5,585,0.28,208619,53369,66986,False
Palani,JAYAKUMAR. T,Independent,519,1,520,0.25,208619,524736,66986,False
Palani,PRAVEENKUMAR. R,Independent,283,0,283,0.14,208619,524736,66986,False
Palani,RAMAMOORTHI. G,Rashtriya Samaj Dal (R),271,2,273,0.13,208619,1760,66986,False
Palani,ASHOKKUMAR. G,Independent,253,1,254,0.12,208619,524736,66986,False
Palani,BALACHANDRAN. M,Independent,214,0,214,0.1,208619,524736,66986,False
Palani,MADHESWARI. R,Independent,178,0,178,0.09,208619,524736,66986,False
Palani,VAYKKALDURAI. K,Puthiya Tamilagam,148,3,151,0.07,208619,93652,66986,False
Palani,THANNASIAPPAN. P,Independent,135,1,136,0.07,208619,524736,66986,False
Palani,THIRUMALAISAMY. B,Independent,90,2,92,0.04,208619,524736,66986,False
Palani,ANBARASU. R,Independent,70,0,70,0.03,208619,524736,66986,False
Palayamkottai,M.ABDUL WAHAB,Dravida Munnetra Kazhagam,78293,1451,79744,44.15,180620,11928996,79744,True
Palayamkottai,MARIA JOHN,Tamilaga Vettri Kazhagam,64944,995,65939,36.51,180620,17226030,79744,False
Palayamkottai,SYED SULTHAN SAMSUDEEN,All India Anna Dravida Munnetra Kazhagam,19259,473,19732,10.92,180620,10462146,79744,False
Palayamkottai,SANKARA NARAYANAN ALIAS SARAN,Naam Tamilar Katchi,10218,247,10465,5.79,180620,1972520,79744,False
Palayamkottai,NOTA,None of the Above,804,47,851,0.47,180620,199800,79744,False
Palayamkottai,PAULRAJ.V,Independent,700,17,717,0.4,180620,524736,79744,False
Palayamkottai,KARTHICK NARAYANAN S.,Independent,603,16,619,0.34,180620,524736,79744,False
Palayamkottai,ABDUL KOYA,Independent,539,21,560,0.31,180620,524736,79744,False
Palayamkottai,T.A.UMAR,Tamizhaga Vaazhvurimai Katchi,489,4,493,0.27,180620,74809,79744,False
Palayamkottai,SRINIVASH,Independent,346,0,346,0.19,180620,524736,79744,False
Palayamkottai,V.GEORGE,Independent,220,1,221,0.12,180620,524736,79744,False
Palayamkottai,ESAKKIMUTHU,Puthiya Makkal Tamil Desam Katchi,193,8,201,0.11,180620,2651,79744,False
Palayamkottai,M.MANIKANDAN,Independent,149,0,149,0.08,180620,524736,79744,False
Palayamkottai,NALLAKKANNU ALIAS KARTHIC.K,Independent,140,0,140,0.08,180620,524736,79744,False
Palayamkottai,A. SUDHAHAR,Independent,124,3,127,0.07,180620,524736,79744,False
Palayamkottai,S.THANGADURAI,Naam Indiar Party,121,2,123,0.07,180620,4474,79744,False
Palayamkottai,D.SANTHIYAGAPPAR ANTONY,Independent,97,7,104,0.06,180620,524736,79744,False
Palayamkottai,R.SESU,Independent,82,7,89,0.05,180620,524736,79744,False
Palladam,K.RAMKUMAR,Tamilaga Vettri Kazhagam,120703,594,121297,40.3,301014,17226030,121297,True
Palladam,K.P.PARAMASIVAM,All India Anna Dravida Munnetra Kazhagam,82761,639,83400,27.71,301014,10462146,121297,False
Palladam,K.SELVARAJ,Dravida Munnetra Kazhagam,77804,821,78625,26.12,301014,11928996,121297,False
Palladam,K.V.THAMILINIYAN,Naam Tamilar Katchi,13038,103,13141,4.37,301014,1972520,121297,False
Palladam,NOTA,None of the Above,1402,15,1417,0.47,301014,199800,121297,False
Palladam,K.RATHINASAMY,Bahujan Samaj Party,574,4,578,0.19,301014,53369,121297,False
Palladam,V.MOHANRAJ,Independent,407,0,407,0.14,301014,524736,121297,False
Palladam,A. RAMESH,Independent,362,2,364,0.12,301014,524736,121297,False
Palladam,A.ANNADURAI,Independent,344,2,346,0.11,301014,524736,121297,False
Palladam,S.DHARMARAJ,Tamilaga Makkal Nala Katchi,326,1,327,0.11,301014,1555,121297,False
Palladam,ANNADURAI.R,Independent,284,1,285,0.09,301014,524736,121297,False
Palladam,S.ARUMUGAM,Independent,274,0,274,0.09,301014,524736,121297,False
Palladam,K.SAKTHIVEL,Anna Puratchi Thalaivar Amma Dravida Munnetra Kazhagam,180,4,184,0.06,301014,3034,121297,False
Palladam,G.SELVARAJ,Independent,162,1,163,0.05,301014,524736,121297,False
Palladam,M. SELVARAJ,Independent,123,0,123,0.04,301014,524736,121297,False
Palladam,A.SARAVANAN,Independent,79,4,83,0.03,301014,524736,121297,False
Pallavaram,J.KAMATCHI,Tamilaga Vettri Kazhagam,133119,492,133611,47.1,283677,17226030,133611,True
Pallavaram,D.MURUGESAN,Desiya Murpokku Dravida Kazhagam,78342,576,78918,27.82,283677,589500,133611,False
Pallavaram,V.VENKATESAN,All India Anna Dravida Munnetra Kazhagam,48309,612,48921,17.25,283677,10462146,133611,False
Pallavaram,DR.R.KARTHIKEYAN,Naam Tamilar Katchi,13961,104,14065,4.96,283677,1972520,133611,False
Pallavaram,NOTA,None of the Above,1580,22,1602,0.56,283677,199800,133611,False
Pallavaram,RAJESH T R,Independent,1271,6,1277,0.45,283677,524736,133611,False
Pallavaram,N.BHARATHI,Bahujan Samaj Party,554,8,562,0.2,283677,53369,133611,False
Pallavaram,A.THANGARAJ,Puthiya Tamilagam,548,7,555,0.2,283677,93652,133611,False
Pallavaram,B.RAJESWARI,Naadaalum Makkal Katchi,437,6,443,0.16,283677,9715,133611,False
Pallavaram,N.RAMKUMAR,Independent,427,2,429,0.15,283677,524736,133611,False
Pallavaram,M.L.RAVI,Desiya Makkal Sakthi Katchi,375,2,377,0.13,283677,2279,133611,False
Pallavaram,T.AMIRTHA KANTHAN,Naam Indiar Party,346,3,349,0.12,283677,4474,133611,False
Pallavaram,M.SIVAKUMAR,Independent,319,3,322,0.11,283677,524736,133611,False
Pallavaram,R.MUTHUKUMAR,Independent,298,0,298,0.11,283677,524736,133611,False
Pallavaram,S.RAHAMATHULLA,Tamizhaga Vaazhvurimai Katchi,294,0,294,0.1,283677,74809,133611,False
Pallavaram,G.RAMESHBABU,Indhu Dravida Makkal Katchi,275,8,283,0.1,283677,2112,133611,False
Pallavaram,S.SATHIYARAJ,Independent,235,0,235,0.08,283677,524736,133611,False
Pallavaram,R.JAWAHAR,Independent,232,1,233,0.08,283677,524736,133611,False
Pallavaram,R.RAJKUMAR,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,230,1,231,0.08,283677,133479,133611,False
Pallavaram,G.JOHN PANDIAN,Independent,208,4,212,0.07,283677,524736,133611,False
Pallavaram,S.SUNDARAMOORTHY PANDIYAR,Independent,179,1,180,0.06,283677,524736,133611,False
Pallavaram,P.RAVICHANDRAN,Independent,102,1,103,0.04,283677,524736,133611,False
Pallavaram,S.VETRI VEL,Independent,98,1,99,0.03,283677,524736,133611,False
Pallavaram,M.SANKAR,Independent,77,1,78,0.03,283677,524736,133611,False
Panruti,MOHAN. K,All India Anna Dravida Munnetra Kazhagam,77385,1013,78398,37.2,210767,10462146,78398,True
Panruti,ABDUR RAHMAN. A.R,Viduthalai Chiruthaigal Katchi,66816,919,67735,32.14,210767,540056,78398,False
Panruti,MANIKANDAN. M,Tamilaga Vettri Kazhagam,55455,567,56022,26.58,210767,17226030,78398,False
Panruti,BANUPRIYA. M,Naam Tamilar Katchi,4783,101,4884,2.32,210767,1972520,78398,False
Panruti,SURENDAR. R,Tamizhaga Vaazhvurimai Katchi,1430,19,1449,0.69,210767,74809,78398,False
Panruti,NOTA,None of the Above,899,8,907,0.43,210767,199800,78398,False
Panruti,MOHAMMED SAFI. A,Independent,430,1,431,0.2,210767,524736,78398,False
Panruti,SRIKANTHU. S,Bahujan Samaj Party,410,2,412,0.2,210767,53369,78398,False
Panruti,PRAKASH. R,Thamizhaka Padaippalar Makkal Katchi,387,1,388,0.18,210767,4020,78398,False
Panruti,RAMALINGAM. A,Independent,138,3,141,0.07,210767,524736,78398,False
Papanasam,A.M. SHAHJAHAN,Indian Union Muslim League,68742,542,69284,33.35,207723,142465,69284,True
Papanasam,AZARUDEEN UDUMAN ALI,Tamilaga Vettri Kazhagam,67855,364,68219,32.84,207723,17226030,69284,False
Papanasam,DORAI. SHANMUGA PRABU,All India Anna Dravida Munnetra Kazhagam,56543,529,57072,27.48,207723,10462146,69284,False
Papanasam,ANIS FATHIMA,Naam Tamilar Katchi,9497,107,9604,4.62,207723,1972520,69284,False
Papanasam,NOTA,None of the Above,702,14,716,0.34,207723,199800,69284,False
Papanasam,C. CHANDRASEKARAN,Thamizh Desiya Munnetra Kazhagam,515,9,524,0.25,207723,1109,69284,False
Papanasam,A. ANIS FATHIMA ABDUL RAHIM,Independent,501,2,503,0.24,207723,524736,69284,False
Papanasam,K. MASILAMANI,Communist Party of India (Marxist-Leninist) (Liberation),354,1,355,0.17,207723,3983,69284,False
Papanasam,B. DHAMODHARAN,Tamizhaga Vaazhvurimai Katchi,303,4,307,0.15,207723,74809,69284,False
Papanasam,S. NATARAJAN,Independent,296,1,297,0.14,207723,524736,69284,False
Papanasam,V. THIYAGARAJAN,Independent,248,0,248,0.12,207723,524736,69284,False
Papanasam,V. KULANDHAIVELU,Independent,202,3,205,0.1,207723,524736,69284,False
Papanasam,A S THANGARASU,Independent,196,5,201,0.1,207723,524736,69284,False
Papanasam,K. RAJENDRAN,Independent,187,1,188,0.09,207723,524736,69284,False
Pappireddipatti,MARAGATHAM VETRIVEL,All India Anna Dravida Munnetra Kazhagam,100096,1733,101829,43.03,236621,10462146,101829,True
Pappireddipatti,PALANIAPPAN. P,Dravida Munnetra Kazhagam,66830,1885,68715,29.04,236621,11928996,101829,False
Pappireddipatti,THILAGAVATHI. S,Tamilaga Vettri Kazhagam,56666,953,57619,24.35,236621,17226030,101829,False
Pappireddipatti,ARCHANA TAMILARUVI,Naam Tamilar Katchi,5060,156,5216,2.2,236621,1972520,101829,False
Pappireddipatti,GANESAN. S,Vishwa Tamil Kazhagam,761,9,770,0.33,236621,3576,101829,False
Pappireddipatti,NOTA,None of the Above,661,16,677,0.29,236621,199800,101829,False
Pappireddipatti,MURUGAN. S,Independent,326,1,327,0.14,236621,524736,101829,False
Pappireddipatti,PALANIAPPAN. R,Independent,309,6,315,0.13,236621,524736,101829,False
Pappireddipatti,MOORTHI. P,Independent,301,1,302,0.13,236621,524736,101829,False
Pappireddipatti,CHENNAKRISHNAN. V,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,238,5,243,0.1,236621,133479,101829,False
Pappireddipatti,JAMUNARANI. M,Naadaalum Makkal Katchi,186,1,187,0.08,236621,9715,101829,False
Pappireddipatti,TAMILRAJ. K,Independent,143,3,146,0.06,236621,524736,101829,False
Pappireddipatti,POOVARASU,Tamilar Makkal Katchi,121,0,121,0.05,236621,2056,101829,False
Pappireddipatti,CHINNASAMY. P,Independent,78,0,78,0.03,236621,524736,101829,False
Pappireddipatti,SATHISH. S,Independent,75,1,76,0.03,236621,524736,101829,False
Paramakudi,ADVOCATE. KATHIRAVAN. K.K,Dravida Munnetra Kazhagam,58217,944,59161,31.18,189753,11928996,59161,True
Paramakudi,GOPIRAJAN. G,Tamilaga Vettri Kazhagam,54856,757,55613,29.31,189753,17226030,59161,False
Paramakudi,DR. MUTHIAH. S,All India Anna Dravida Munnetra Kazhagam,53299,800,54099,28.51,189753,10462146,59161,False
Paramakudi,EZHIL ELAVARASI. R,Naam Tamilar Katchi,15013,350,15363,8.1,189753,1972520,59161,False
Paramakudi,AMIRTHA. M,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,2191,48,2239,1.18,189753,133479,59161,False
Paramakudi,RATHINA PRAKASH. K,Puthiya Tamilagam,936,68,1004,0.53,189753,93652,59161,False
